malformed	clean_target	relation_count	target_exists
e reader	e reader	3	True
e recruiter	e recruiter	3	True
e submission	e submission	3	True
e tagging	e tagging	3	True
e teacher	e teacher	3	True
e tutor	e tutor	3	True
e voter	e voter	3	True
e voucher	e voucher	3	True
e wrestling	e wrestling	3	True
h shackle	h shackle	3	True
j horror	j horror	3	True
j shaped	j shaped	3	True
k rad	k rad	3	True
l shaped	l shaped	3	True
o canada	o canada	3	True
o o	o o	3	True
p i hsien	p i hsien	3	True
t glottalization	t glottalization	3	True
u boater	u boater	3	True
u shaped	u shaped	3	True
x ray binary	x ray binary	3	True
y fronted	y fronted	3	True
z lister	z lister	3	True
β particle	β particle	3	True
⠉ ⠧ ⠛	⠉ ⠧ ⠛	3	True
⠗ ⠚ ⠉ ⠛	⠗ ⠚ ⠉ ⠛	3	True
⠙ ⠉ ⠇ ⠛	⠙ ⠉ ⠇ ⠛	3	True
b tard	b tard	3	True
c suite	c suite	3	True
i ness	i ness	3	True
t crosser	t crosser	3	True
t internet	t internet	3	True
1 o	1 o	3	True
2 1 road	2 1 road	3	True
2 ic	2 ic	3	True
2 methyl 1,3 butadiene	2 methyl 1,3 butadiene	3	True
2 methyl 2 propenoic acid	2 methyl 2 propenoic acid	3	True
b ball	b ball	3	True
b drinker	b drinker	3	True
b e	b e	3	True
b m	b m	3	True
b nice	b nice	3	True
b team	b team	3	True
c 1	c 1	3	True
c 2	c 2	3	True
c 47	c 47	3	True
d o	d o	3	True
d or	d or	3	True
e o	e o	3	True
f sharp minor	f sharp minor	3	True
h hr	h hr	3	True
i don't think so	i don't think so	3	True
i like pie	i like pie	3	True
i say	i say	3	True
i would	i would	3	True
k 2	k 2	3	True
k 4	k 4	3	True
k 9 unit	k 9 unit	3	True
k adic	k adic	3	True
k essence	k essence	3	True
k function	k function	3	True
k street	k street	3	True
l estimator	l estimator	3	True
l istesso tempo	l istesso tempo	3	True
l spine	l spine	3	True
l vocalization	l vocalization	3	True
m word	m word	3	True
n iamond	n iamond	3	True
n omino	n omino	3	True
n s	n s	3	True
n simplex	n simplex	3	True
o ergrown	o ergrown	3	True
o erlay	o erlay	3	True
o level	o level	3	True
p brane	p brane	3	True
p e ratio	p e ratio	3	True
p frame	p frame	3	True
q word	q word	3	True
r acid	r acid	3	True
r d	r d	3	True
r l j	r l j	3	True
s cis	s cis	3	True
s expression	s expression	3	True
s trans	s trans	3	True
t spine	t spine	3	True
t test	t test	3	True
t unit	t unit	3	True
v chip	v chip	3	True
v fib	v fib	3	True
v line	v line	3	True
v perfect	v perfect	3	True
v speed	v speed	3	True
v tach	v tach	3	True
w 2	w 2	3	True
x ray fluorescence	x ray fluorescence	3	True
y maze	y maze	3	True
z car	z car	3	True
à bouche	à bouche	3	True
α error	α error	3	True
β error	β error	3	True
π mer	π mer	3	True
2 mercaptoethanol	2 mercaptoethanol	3	True
2 old	2 old	3	True
3 lisp	3 lisp	3	True
3 moderately severe	3 moderately severe	3	True
3 phosphoglyceric acid	3 phosphoglyceric acid	3	True
3 ring binder	3 ring binder	3	True
4 severe	4 severe	3	True
6 hydroxydopamine	6 hydroxydopamine	3	True
g protein molecule	g protein molecule	3	True
c band microwave radiation	c band microwave radiation	3	True
c clamp	c clamp	3	True
c convex concave prosthesis	c convex concave prosthesis	3	True
f 117 nighthawk	f 117 nighthawk	3	True
f 4d phantom	f 4d phantom	3	True
f 4e phantom	f 4e phantom	3	True
f 5e tiger fighter	f 5e tiger fighter	3	True
g protein activation event	g protein activation event	3	True
h abdominalis	h abdominalis	3	True
l ron hubbard	l ron hubbard	3	True
n 3	n 3	3	True
p mosfet	p mosfet	3	True
r c	r c	3	True
s band microwave radiation	s band microwave radiation	3	True
s p 500 corporation	s p 500 corporation	3	True
s phase cell	s phase cell	3	True
u 235	u 235	3	True
w 2 form	w 2 form	3	True
w 4 form	w 4 form	3	True
w b yeats	w b yeats	3	True
i chronicles	i chronicles	3	True
7 day measles	7 day measles	3	True
1 2 3 block	1 2 3 block	3	True
2 4 6 block	2 4 6 block	3	True
1 chr	1 chr	3	True
1 chron	1 chron	3	True
2 chron	2 chron	3	True
1 kgs	1 kgs	3	True
2 kgs	2 kgs	3	True
3 kgs	3 kgs	3	True
4 kgs	4 kgs	3	True
4 2 0	4 2 0	3	True
γ aminobutyric acid	γ aminobutyric acid	3	True
5 hydroxytryptamine	5 hydroxytryptamine	3	True
5 star	5 star	3	True
γ linolenic acid	γ linolenic acid	3	True
b loop	b loop	3	True
p celtic	p celtic	3	True
c spot	c spot	3	True
m s	m s	3	True
d mark	d mark	3	True
d oh	d oh	3	True
e language learning	e language learning	3	True
à deux	à deux	3	True
g e	g e	3	True
h shaped	h shaped	3	True
i don't want it	i don't want it	3	True
i am doctor	i am doctor	3	True
i don't drive	i don't drive	3	True
i faith	i faith	3	True
i have aids	i have aids	3	True
i have never	i have never	3	True
i kiribati	i kiribati	3	True
i live in melbourne	i live in melbourne	3	True
i lost my backpack	i lost my backpack	3	True
i lost my glasses	i lost my glasses	3	True
i lost my handbag	i lost my handbag	3	True
i lost my wallet	i lost my wallet	3	True
i miss you	i miss you	3	True
i wis	i wis	3	True
j pen	j pen	3	True
k iche	k iche	3	True
k rail	k rail	3	True
k shaped	k shaped	3	True
l aquila	l aquila	3	True
l system	l system	3	True
m 1	m 1	3	True
m f	m f	3	True
m v	m v	3	True
n f	n f	3	True
q quotient	q quotient	3	True
s shaped	s shaped	3	True
s w	s w	3	True
t cart	t cart	3	True
v triad	v triad	3	True
v twin	v twin	3	True
x cat ik	x cat ik	3	True
x ray absorbing glass	x ray absorbing glass	3	True
x ray vision	x ray vision	3	True
x stool	x stool	3	True
à propos de bottes	à propos de bottes	3	True
à trois	à trois	3	True
α naphthol	α naphthol	3	True
γ particle	γ particle	3	True
x ray machines at airports	x ray machines at airports	3	True
t cell proliferation	t cell proliferation	3	True
b cell deletion	b cell deletion	3	True
k antigen biosynthetic process	k antigen biosynthetic process	3	True
g protein-coupled acetylcholine receptor activity	g protein-coupled acetylcholine receptor activity	3	True
b ii c 14	b ii c 14	2	True
7 sp	7 sp	2	True
n st	n st	2	True
n person	n person	2	True
n place grasses or bush	n place grasses or bush	2	True
1 the word _lut_	1 the word _lut_	2	True
o thou soul	o thou soul	2	True
à priori	à priori	2	True
1 cor	1 cor	2	True
1 and this doctrine	1 and this doctrine	2	True
b umber	b umber	2	True
order of strauss'	order of strauss	2	False
o cuchulain manifest	o cuchulain manifest	2	True
o lord my heart	o lord my heart	2	True
o death	o death	2	True
bridson'	bridson	2	False
9 ii	9 ii	2	True
v _justice_	v _justice_	2	True
1 _the material body_	1 _the material body_	2	True
1 the great dismal swamp	1 the great dismal swamp	2	True
o how wonderful	o how wonderful	2	True
clythra'	clythra	2	False
2 no child of mine	2 no child of mine	2	True
c industry classification	c industry classification	2	True
logically his attitude as thinker'	logically his attitude as thinker	2	False
1 and 2	1 and 2	2	True
african world'	african world	2	False
c 752	c 752	2	True
o god the heathen	o god the heathen	2	True
m de joinville	m de joinville	2	True
mine and the public'	mine and the public	2	False
b copper	b copper	2	True
sa-gan-ma'	sa-gan-ma	2	False
pa-chog'	pa-chog	2	False
c and sullivan county tenn	c and sullivan county tenn	2	True
d flat	d flat	2	True
f sharp	f sharp	2	True
c sharp minor	c sharp minor	2	True
b flat	b flat	2	True
decreases 'destruction'	decreases 'destruction	2	False
p 469 murungo	p 469 murungo	2	True
o methinks grace	o methinks grace	2	True
1 these word	1 these word	2	True
o campegiu	o campegiu	2	True
f from beaufort	f from beaufort	2	True
o jesu	o jesu	2	True
here 'absalom and achitophel'	here 'absalom and achitophel	2	False
dramas of 'pippa passes'	dramas of 'pippa passes	2	False
5 mechanic	5 mechanic	2	True
q for god	q for god	2	True
r for god	r for god	2	True
o my jesu	o my jesu	2	True
s this river	s this river	2	True
his _standaard_ 'driestars'	his _standaard_ 'driestars	2	False
niblo'	niblo	2	False
w side	w side	2	True
c note 4their wiv	c note 4their wiv	2	True
lord francis leveson'	lord francis leveson	2	False
so-called 'secondary base'	so-called 'secondary base	2	False
commemorate the digby'	commemorate the digby	2	False
two last stanza'	two last stanza	2	False
three wounded by your people'	three wounded by your people	2	False
act of lincoln'	act of lincoln	2	False
n of bishop's lydeard station	n of bishop's lydeard station	2	True
s doorway	s doorway	2	True
e end	e end	2	True
s door	s door	2	True
t here	t here	2	True
o miss your infamous end	o miss your infamous end	2	True
little scotland'	little scotland	2	False
my occupation and old barket'	my occupation and old barket	2	False
1 one-fourth of the girl	1 one-fourth of the girl	2	True
temperament as this woman'	temperament as this woman	2	False
m le comte	m le comte	2	True
still johnson'	still johnson	2	False
1 keyness quote likely	1 keyness quote likely	2	True
marked 'x'	marked 'x	2	False
4 here	4 here	2	True
dubh deelish_'	dubh deelish_	2	False
b yeowomen	b yeowomen	2	True
seen here'	seen here	2	False
story as the 'genius'	story as the 'genius	2	False
2 cor	2 cor	2	True
1 christianity	1 christianity	2	True
3 one instance for illustration	3 one instance for illustration	2	True
1 something	1 something	2	True
read and how to read'	read and how to read	2	False
make hard'	make hard	2	False
n chancel wall	n chancel wall	2	True
b b	b b	2	True
tires me'	tires me	2	False
1 pet	1 pet	2	True
o gracious god not gainless	o gracious god not gainless	2	True
o my mary	o my mary	2	True
2 a _tontongee_	2 a _tontongee_	2	True
dramatic interest of 'henry v'	dramatic interest of 'henry v	2	False
talk of 'men born free'	talk of 'men born free	2	False
o how exact and observant	o how exact and observant	2	True
d e f	d e f	2	True
state the name 'ema'	state the name 'ema	2	False
farmin'	farmin	2	False
x chromosome inactivation	x chromosome inactivation	2	True
phytochemicals present in 	phytochemicals present in	2	False
b cell activation	b cell activation	2	True
s benefits are mainly	s benefits are mainly	2	True
s disease i	s disease i	2	True
n conclusion	n conclusion	2	True
s effects are	s effects are	2	True
s milk as a classic	s milk as a classic	2	True
t helper type 2 cell	t helper type 2 cell	2	True
coordinating plant responses to diverse 	coordinating plant responses to diverse	2	False
s primary	s primary	2	True
s tail	s tail	2	True
s syndrome is a common	s syndrome is a common	2	True
normal physiologic processes throughout organ 	normal physiologic processes throughout organ	2	False
t cells can	t cells can	2	True
b cells but can	b cells but can	2	True
b cell survival upon aid-deamination	b cell survival upon aid-deamination	2	True
b lymphocyte deficiency characterized by	b lymphocyte deficiency characterized by	2	True
s milk is a major	s milk is a major	2	True
developing novel regenerative fertility 	developing novel regenerative fertility	2	False
s activity will	s activity will	2	True
s principal functional role	s principal functional role	2	True
s inversion	s inversion	2	True
s rules of musical style	s rules of musical style	2	True
y kant tori read	y kant tori read	2	True
g force	g force	2	True
e becomes activated and	e becomes activated and	2	True
s obtaining at t	s obtaining at t	2	True
s corpse	s corpse	2	True
g protein-coupled receptors	g protein-coupled receptors	2	True
s chiral structure	s chiral structure	2	True
s name	s name	2	True
s mandate	s mandate	2	True
s research	s research	2	True
s reputation and	s reputation and	2	True
 managerial economics	managerial economics	2	True
s headquarters	s headquarters	2	True
s axiom	s axiom	2	True
z disc	z disc	2	True
s notch	s notch	2	True
s postulates	s postulates	2	True
s lien	s lien	2	True
s consideration	s consideration	2	True
s agreement	s agreement	2	True
s model of working memory	s model of working memory	2	True
s dilemma	s dilemma	2	True
1 plus 1	1 plus 1	2	True
5 year old	5 year old	2	True
0 degrees celcius	0 degrees celcius	2	True
2 bromobutyric acid	2 bromobutyric acid	2	True
2 chloroethylvinyl ether	2 chloroethylvinyl ether	2	True
2 chloropropane	2 chloropropane	2	True
4 h er	4 h er	2	True
d and c	d and c	2	True
d pinitol	d pinitol	2	True
e activism	e activism	2	True
e activist	e activist	2	True
e address	e address	2	True
e bank	e bank	2	True
e bullying	e bullying	2	True
e car	e car	2	True
e cig	e cig	2	True
e ciggy	e ciggy	2	True
e commercial	e commercial	2	True
e communicator	e communicator	2	True
e crime	e crime	2	True
e criminal	e criminal	2	True
e date	e date	2	True
e democratic	e democratic	2	True
e drm	e drm	2	True
e filer	e filer	2	True
e forum	e forum	2	True
e fraudster	e fraudster	2	True
e frontier	e frontier	2	True
e journalism	e journalism	2	True
e journalist	e journalist	2	True
e justice	e justice	2	True
e literacy	e literacy	2	True
e mailer	e mailer	2	True
e marketer	e marketer	2	True
e mentorship	e mentorship	2	True
e nose	e nose	2	True
e reading	e reading	2	True
e scientific	e scientific	2	True
e scientist	e scientist	2	True
e shop	e shop	2	True
e sport	e sport	2	True
e strategic	e strategic	2	True
e strategist	e strategist	2	True
e tail	e tail	2	True
e tutorship	e tutorship	2	True
e warfare	e warfare	2	True
e writing	e writing	2	True
e en	e en	2	True
f supp	f supp	2	True
g spotter	g spotter	2	True
à gogo	à gogo	2	True
i can wait	i can wait	2	True
j drama	j drama	2	True
k pneumoniae carbapenemase	k pneumoniae carbapenemase	2	True
t rex	t rex	2	True
s o	s o	2	True
u shapedly	u shapedly	2	True
u shapedness	u shapedness	2	True
x linked	x linked	2	True
y shaped	y shaped	2	True
β ray	β ray	2	True
⠉ ⠧	⠉ ⠧	2	True
⠗ ⠚ ⠉	⠗ ⠚ ⠉	2	True
⠙ ⠉ ⠇	⠙ ⠉ ⠇	2	True
4 dimensional	4 dimensional	2	True
i just work here	i just work here	2	True
n ary	n ary	2	True
e caudata	e caudata	2	True
z order	z order	2	True
à outrance	à outrance	2	True
b b c	b b c	2	True
1 h tl fm	1 h tl fm	2	True
2 l	2 l	2	True
2 methylbutane	2 methylbutane	2	True
b bender	b bender	2	True
b boying	b boying	2	True
b frame	b frame	2	True
b girling	b girling	2	True
b nes	b nes	2	True
b pawn	b pawn	2	True
b post	b post	2	True
b test	b test	2	True
b travel	b travel	2	True
b ♭ instrument	b ♭ instrument	2	True
c flat major	c flat major	2	True
c instrument	c instrument	2	True
c pawn	c pawn	2	True
c post	c post	2	True
c sharp major	c sharp major	2	True
c u l8r	c u l8r	2	True
c w	c w	2	True
d fructose	d fructose	2	True
d pawn	d pawn	2	True
d post	d post	2	True
d sharp minor	d sharp minor	2	True
e collar	e collar	2	True
e flat minor	e flat minor	2	True
e pawn	e pawn	2	True
e tolls	e tolls	2	True
e ♭ instrument	e ♭ instrument	2	True
f instrument	f instrument	2	True
f off	f off	2	True
f pawn	f pawn	2	True
f sharp major	f sharp major	2	True
f u	f u	2	True
g d	g d	2	True
g flat major	g flat major	2	True
g men	g men	2	True
g pawn	g pawn	2	True
g sharp minor	g sharp minor	2	True
h on	h on	2	True
h pawn	h pawn	2	True
h t	h t	2	True
i and i	i and i	2	True
i c	i c	2	True
j arthur rank	j arthur rank	2	True
j k	j k	2	True
k mid	k mid	2	True
m and m boys	m and m boys	2	True
m day	m day	2	True
o er	o er	2	True
o scope	o scope	2	True
q code	q code	2	True
r tard	r tard	2	True
s rs	s rs	2	True
t dna	t dna	2	True
t prothesis	t prothesis	2	True
v card	v card	2	True
z variant	z variant	2	True
α centauri	α centauri	2	True
σ additivity	σ additivity	2	True
⠁ ⠃	⠁ ⠃	2	True
⠁ ⠃ ⠧	⠁ ⠃ ⠧	2	True
⠁ ⠇	⠁ ⠇	2	True
⠁ ⠇ ⠍	⠁ ⠇ ⠍	2	True
⠁ ⠇ ⠗	⠁ ⠇ ⠗	2	True
⠁ ⠇ ⠞	⠁ ⠇ ⠞	2	True
⠁ ⠇ ⠹	⠁ ⠇ ⠹	2	True
⠁ ⠇ ⠺	⠁ ⠇ ⠺	2	True
⠁ ⠉	⠁ ⠉	2	True
⠁ ⠉ ⠗	⠁ ⠉ ⠗	2	True
⠁ ⠋	⠁ ⠋	2	True
⠁ ⠋ ⠝	⠁ ⠋ ⠝	2	True
⠁ ⠋ ⠺	⠁ ⠋ ⠺	2	True
⠁ ⠛	⠁ ⠛	2	True
⠁ ⠛ ⠌	⠁ ⠛ ⠌	2	True
⠃ ⠇	⠃ ⠇	2	True
⠃ ⠗ ⠇	⠃ ⠗ ⠇	2	True
⠆ ⠇	⠆ ⠇	2	True
⠆ ⠉	⠆ ⠉	2	True
⠆ ⠋	⠆ ⠋	2	True
⠆ ⠎	⠆ ⠎	2	True
⠆ ⠓	⠆ ⠓	2	True
⠆ ⠝	⠆ ⠝	2	True
⠆ ⠞	⠆ ⠞	2	True
⠆ ⠽	⠆ ⠽	2	True
⠇ ⠇	⠇ ⠇	2	True
⠇ ⠗	⠇ ⠗	2	True
⠈ ⠎	⠈ ⠎	2	True
⠈ ⠒ ⠏	⠈ ⠒ ⠏	2	True
⠈ ⠲	⠈ ⠲	2	True
⠉ ⠙	⠉ ⠙	2	True
⠊ ⠍ ⠍	⠊ ⠍ ⠍	2	True
⠋ ⠌	⠋ ⠌	2	True
⠋ ⠗	⠋ ⠗	2	True
⠍ ⠌	⠍ ⠌	2	True
⠍ ⠡	⠍ ⠡	2	True
⠎ ⠙	⠎ ⠙	2	True
⠎ ⠡	⠎ ⠡	2	True
⠏ ⠙	⠏ ⠙	2	True
⠏ ⠜	⠏ ⠜	2	True
⠏ ⠻ ⠓	⠏ ⠻ ⠓	2	True
⠑ ⠊	⠑ ⠊	2	True
⠒ ⠉ ⠧	⠒ ⠉ ⠧	2	True
⠒ ⠉ ⠧ ⠛	⠒ ⠉ ⠧ ⠛	2	True
⠓ ⠍	⠓ ⠍	2	True
⠕ ⠄ ⠉	⠕ ⠄ ⠉	2	True
⠗ ⠉ ⠧	⠗ ⠉ ⠧	2	True
⠗ ⠉ ⠧ ⠛	⠗ ⠉ ⠧ ⠛	2	True
⠙ ⠉ ⠧	⠙ ⠉ ⠧	2	True
⠙ ⠉ ⠧ ⠛	⠙ ⠉ ⠧ ⠛	2	True
⠛ ⠗ ⠞	⠛ ⠗ ⠞	2	True
⠛ ⠙	⠛ ⠙	2	True
⠝ ⠑ ⠉	⠝ ⠑ ⠉	2	True
⠝ ⠑ ⠊	⠝ ⠑ ⠊	2	True
⠞ ⠍	⠞ ⠍	2	True
⠞ ⠙	⠞ ⠙	2	True
⠞ ⠛ ⠗	⠞ ⠛ ⠗	2	True
⠞ ⠝	⠞ ⠝	2	True
⠟ ⠅	⠟ ⠅	2	True
⠡ ⠝	⠡ ⠝	2	True
⠧ ⠎	⠧ ⠎	2	True
⠨ ⠴	⠨ ⠴	2	True
⠩ ⠙	⠩ ⠙	2	True
⠭ ⠋	⠭ ⠋	2	True
⠭ ⠎	⠭ ⠎	2	True
⠺ ⠙	⠺ ⠙	2	True
⠽ ⠗	⠽ ⠗	2	True
⠽ ⠗ ⠋	⠽ ⠗ ⠋	2	True
⠽ ⠗ ⠧ ⠎	⠽ ⠗ ⠧ ⠎	2	True
1 amino 2 propanol	1 amino 2 propanol	2	True
1 byte integer	1 byte integer	2	True
1 hertz	1 hertz	2	True
1 movie genre	1 movie genre	2	True
2 byte integer	2 byte integer	2	True
2 moderate	2 moderate	2	True
2 phosphoglycerate molecule	2 phosphoglycerate molecule	2	True
3 through 4	3 through 4	2	True
3 way sex	3 way sex	2	True
4 aminobenzoic acid	4 aminobenzoic acid	2	True
4 aminopyridine	4 aminopyridine	2	True
4 byte integer	4 byte integer	2	True
4 chlorodehydromethyltestosterone	4 chlorodehydromethyltestosterone	2	True
4 dimethylaminopyridine	4 dimethylaminopyridine	2	True
4 hydroxybenzoic acid	4 hydroxybenzoic acid	2	True
